Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB
125,"Oakland   14 seed, ❌",Horz,36,24-1215–5,108.8112,104.6150,.6132125,51.9102,50.6187,15.995,16.2228,30.4118,28.8168,30.8236,26.938,51.0145,50.5176,35.584,33.9174,41.474,40.9294,66.6242,-4.398
126,UNC Wilmington,CAA,28,21-1012–6,112.862,108.4235,.6108126,51.1147,51.7249,12.82,17.1161,29.9134,30.6253,32.9170,33.1192,52.1102,50.8193,33.0221,35.5284,39.7113,36.7155,65.2311,-4.8106
127,Arizona St.,P12,32,14-188–12,103.3218,99.564,.6072127,47.3295,51.7249,14.843,19.445,21.8351,29.7212,33.1162,31.2135,48.6254,52.2262,30.1327,34.0185,37.7167,39.2250,69.187,-5.8123
128,Sam Houston St.,CUSA,31,21-1213–3,105.9168,102.1113,.6036128,48.6262,49.8133,18.8293,19.058,32.077,27.096,34.7127,37.0285,46.5317,50.5176,35.1112,32.589,35.0244,39.3251,67.8159,-5.8122
129,Drexel,CAA,31,20-1213–5,107.2144,103.4136,.6017129,50.6174,47.842,16.5142,13.1352,33.642,24.518,30.0257,26.733,50.3175,48.280,34.1164,31.440,33.2287,35.4103,64.6331,-6.7135
130,"Western Kentucky   15 seed, ❌",CUSA,31,22-128–8,105.5173,101.8103,.6011130,51.7115,48.678,18.4278,18.489,28.8174,26.779,32.1192,33.0190,51.8112,48.692,34.3156,32.483,31.1317,40.5286,75.11,-6.6134
131,"Morehead St.   14 seed, ❌",OVC,31,26-914–4,107.5138,103.8144,.5974131,54.235,46.413,18.2263,15.4284,31.981,26.570,30.6242,32.3170,55.122,45.820,35.398,31.853,45.224,31.626,64.3336,-3.490
132,Missouri,SEC,32,8-240–18,108.4124,104.9163,.5921132,50.2203,51.4233,16.8167,18.770,26.8256,35.8358,31.7213,42.5340,51.8112,51.2216,31.9277,34.4221,39.7113,39.8272,66.7234,-11.4232
133,West Virginia,B12,32,9-234–14,108.8115,105.4175,.5908133,49.6232,52.1269,18.3271,15.0305,26.6259,30.4238,37.168,28.166,47.8280,51.9246,34.9125,34.9250,37.4182,43.0339,68.4126,-10.1203
134,Wichita St.,Amer,33,15-195–13,104.9186,101.7101,.5898134,49.8222,48.571,17.8226,14.8310,31.886,28.7163,26.4338,28.370,49.9197,48.178,33.0221,32.7102,31.5308,37.8205,68.2137,-11.3228
135,Arkansas St.,SB,37,20-1711–7,112.763,109.2246,.5897135,51.5126,50.5180,15.995,14.2326,34.529,28.8168,32.9170,34.8241,51.4130,49.7144,34.4152,35.2266,42.846,26.93,68.1143,-9.0176
136,Tarleton St.,WAC,32,25-1016–4,108.5122,105.1168,.5885136,50.0215,50.4170,16.6152,20.036,30.1125,32.7325,30.4246,34.0221,50.0192,50.4174,33.3206,33.5147,30.4325,36.3134,66.7239,-2.985
137,"Akron   14 seed, ❌",MAC,33,24-1113–5,105.1178,101.9105,.5878137,51.7115,49.194,16.9174,16.7189,29.2157,25.646,32.7178,29.494,54.730,50.8193,31.7288,30.721,41.670,36.8166,65.8283,-4.6103
138,"South Dakota St.   15 seed, ❌",Sum,32,22-1312–4,108.2127,105.2170,.5815138,55.217,51.3221,16.6152,16.4211,24.4303,25.132,30.1256,27.041,55.619,49.5136,36.437,35.5284,40.498,46.9361,67.9150,-7.7150
139,UC San Diego,BW,31,21-1215–5,110.884,107.8221,.5777139,52.383,50.4170,14.431,16.9174,27.8214,27.8115,32.4187,29.598,52.293,50.4174,34.9125,33.6155,41.766,35.7114,65.5300,-6.3128
140,Youngstown St.,Horz,28,22-1014–6,107.0145,104.5149,.5680140,50.4188,49.087,15.573,16.5206,33.936,28.7163,29.3272,30.7129,52.293,47.971,31.9277,34.0185,42.254,35.7114,69.096,-6.0126
141,UNC Greensboro,SC,30,21-1112–6,109.0109,106.6198,.5622141,53.258,49.5113,16.3124,17.7126,29.3155,30.5245,27.3324,35.8262,49.2226,48.074,38.98,34.3210,44.036,44.2347,64.9321,-5.6121
142,Missouri St.,MVC,33,17-168–12,104.0209,102.0106,.5576142,49.7229,48.046,17.3196,13.1352,29.1160,24.722,31.5220,24.916,51.2138,47.044,31.4299,33.0116,36.8191,38.8242,67.9155,-8.0158
143,Ohio,MAC,32,20-1313–5,107.9135,105.8185,.5552143,52.288,49.299,14.119,19.252,28.0204,31.9310,32.1192,34.7238,51.9107,48.487,35.1112,33.8166,41.474,37.1180,67.4188,-9.2182
144,Toledo,MAC,32,20-1214–4,111.674,109.5253,.5539144,53.353,54.5345,15.156,18.579,29.0167,28.5148,35.4102,26.330,52.0105,56.4359,37.713,34.2204,28.6345,37.2183,69.476,-6.5131
145,St. Thomas,Sum,30,20-139–7,106.9149,104.9159,.5538145,54.431,52.0259,14.843,18.579,24.0316,25.540,29.4269,29.085,55.024,52.8290,35.773,33.8166,46.021,39.6260,63.0354,-9.2183
146,Wright St.,Horz,30,18-1413–7,115.833,113.7339,.5530146,58.52,55.3354,16.5142,16.3224,28.9170,28.1132,33.6151,30.0114,58.85,55.0344,38.410,37.1344,29.3338,37.7203,71.524,-9.4185
147,Towson,CAA,33,20-1411–7,102.4224,100.680,.5525147,47.3295,48.360,19.2314,16.9174,39.82,27.2100,34.7127,31.7151,46.4319,47.451,32.8235,33.3136,34.1266,36.9171,62.3358,-7.4144
148,Liberty,CUSA,29,18-147–9,108.4125,106.5194,.5508148,54.333,50.8195,16.2114,17.0164,24.5302,25.540,26.7334,30.3120,55.024,51.9246,35.773,32.378,46.818,32.638,64.5333,-8.3167
149,Louisiana Lafayette,SB,31,19-1410–8,105.0183,103.2134,.5507149,50.7169,49.9142,16.8167,20.625,30.8107,32.9331,28.6292,40.1325,51.7117,53.7315,32.6245,27.91,36.2209,32.135,68.6111,-8.7171
150,Tulane,Amer,30,14-175–13,109.4105,107.5217,.5498150,54.141,51.1209,15.156,17.3146,20.5357,32.7325,45.54,32.7183,54.535,50.2166,35.584,34.9250,35.7222,42.0317,72.98,-9.6194
151,Oregon St.,P12,31,13-195–15,106.4155,104.7153,.5468151,49.8222,51.3221,18.3271,16.8185,26.2272,31.1279,35.699,35.9265,49.9197,52.3269,33.1218,33.2132,34.0270,37.9208,65.2312,-7.8153
152,Furman,SC,30,17-1610–8,109.0110,107.6218,.5363152,52.191,52.9305,15.995,16.2228,29.4150,26.672,31.0230,28.576,54.339,53.9322,33.2209,34.1195,48.29,35.090,68.998,-10.3209
153,Wyoming,MWC,30,15-178–10,108.1129,106.9205,.5302153,50.9156,52.8298,18.5283,15.9256,28.6180,29.1184,38.051,27.861,49.0237,53.7315,36.151,34.4221,37.0188,40.0278,67.2199,-7.6149
154,Chattanooga,SC,31,21-1212–6,109.7102,108.6240,.5284154,54.823,49.9142,17.1184,14.5316,27.2240,28.8168,30.9233,27.347,56.116,47.971,35.773,35.1262,50.52,42.0317,66.9220,-6.9137
155,Murray St.,MVC,31,12-209–11,107.3140,106.3189,.5258155,50.0215,54.5345,14.431,17.9115,26.5262,25.540,29.6266,27.758,51.3134,53.8319,31.6292,37.0340,35.3231,42.8335,64.5332,-12.4258
156,Delaware,CAA,32,19-1410–8,104.5194,103.8145,.5174156,51.9102,48.780,16.0104,15.1299,27.5224,27.9123,30.9233,27.143,53.268,49.7144,33.0221,31.337,35.7222,36.4136,67.4185,-9.2181
157,UTEP,CUSA,31,18-167–9,98.3301,97.836,.5127157,48.1275,51.5239,21.2346,25.91,29.0167,31.0273,42.88,46.3355,48.8243,53.2303,31.0316,32.166,31.3312,33.960,69.770,-10.6214
158,Stony Brook,CAA,34,20-1510–8,106.4157,106.1187,.5082158,50.3195,50.0147,15.156,15.2294,26.6259,29.3194,29.2277,27.452,48.6254,48.487,35.584,34.8245,36.8191,42.3325,67.5182,-8.0156
159,UC Davis,BW,31,20-1314–6,102.3228,102.1107,.5075159,50.2203,49.194,19.3318,20.921,28.6180,30.6253,38.246,38.4301,50.8151,49.1113,32.9229,32.7102,37.4182,33.146,67.2201,-8.5169
160,Weber St.,BSky,29,20-1211–7,107.4139,107.2216,.5036160,53.161,54.4341,14.843,18.489,23.8322,23.710,35.2108,29.390,53.943,55.2348,34.5144,35.4280,38.7138,36.7155,65.5298,-7.4143
161,Montana,BSky,33,24-1212–6,110.195,110.1271,.4994161,54.725,50.7191,15.156,14.0334,25.3292,26.883,28.8286,34.4231,55.221,50.5176,35.962,34.2204,37.6172,31.832,66.1266,-6.0125
162,"Colgate   14 seed, ❌",Pat,34,25-1016–2,102.8221,102.9129,.4982162,53.353,47.943,16.2114,16.2228,25.1296,24.826,27.5319,24.513,53.457,49.1113,35.584,30.823,38.1155,40.0278,66.3259,-4.297
163,Winthrop,BSth,29,17-158–8,106.3160,106.4192,.4955163,51.9102,49.5113,18.7292,18.297,30.4118,32.9331,50.01,34.3228,52.878,50.6180,33.7189,32.061,39.4116,41.1301,67.0215,-9.5189
164,Quinnipiac,MAAC,33,24-1015–5,105.1180,105.3173,.4952164,50.3195,48.985,17.1184,17.7126,31.694,28.1132,30.4246,28.984,49.6209,47.762,34.5144,33.9174,34.2264,36.7155,71.231,-5.5119
165,East Carolina,Amer,32,15-187–11,105.1181,105.4176,.4904165,47.6288,51.3221,16.3124,18.770,32.769,31.0273,34.0139,32.7183,48.1271,52.5282,31.2307,33.1126,36.5201,43.3343,64.9317,-10.9219
166,Fort Wayne,Horz,34,23-1311–9,103.6215,103.9146,.4901166,53.550,51.6245,14.739,21.715,23.0337,29.2192,29.8262,32.8186,53.170,53.1302,36.056,32.7102,42.649,36.4136,70.837,-7.8154
